1, 3190556976, 0
9, 3199694976, 0
4294967286, 3200140976, 0
10, 3200257976, 0
4294967285, 3200284976, 0
4294967294, 3200584976, 0
2, 3309338976, 0
7, 3309415976, 0
5, 3310190976, 0
4294967290, 3311707976, 0
4294967288, 3313379976, 0
4294967293, 3313485976, 0
2, 3313698976, 0
7, 3313801976, 0
5, 3314197976, 0
4294967290, 3314421976, 0
4294967288, 3314471976, 0
4294967293, 3314480976, 0
3, 3314848976, 0
8, 3314908976, 0
6, 3315704976, 0
2, 3319873976, 0
7, 3319920976, 0
5, 3319965976, 0
4294967290, 3320143976, 0
4294967288, 3320241976, 0
4294967293, 3320259976, 0
4294967289, 3326013976, 0
2, 3357460976, 0
7, 3357901976, 0
5, 3357976976, 0
4294967290, 3358108976, 0
4294967288, 3358173976, 0
4294967293, 3358185976, 0
2, 3358375976, 0
7, 3358391976, 0
5, 3368686976, 0
4294967290, 3369010976, 0
4294967288, 3369080976, 0
4294967293, 3369091976, 0
2, 3379118976, 0
7, 3379150976, 0
5, 3379176976, 0
4294967290, 3379273976, 0
4294967288, 3379335976, 0
4294967293, 3379347976, 0
2, 3399784976, 0
7, 3399815976, 0
5, 3399842976, 0
4294967290, 3400020976, 0
4294967288, 3400084976, 0
4294967293, 3400095976, 0
4294967287, 3400443976, 0
4294967292, 3400510976, 0
3, 3400717976, 0
8, 3400730976, 0
6, 3400919976, 0
4294967289, 3401904976, 0
2, 3419185976, 0
7, 3419231976, 0
5, 3419271976, 0
4294967290, 3419537976, 0
4294967288, 3419628976, 0
4294967293, 3419644976, 0
2, 3438699976, 0
7, 3438733976, 0
5, 3438760976, 0
4294967290, 3438858976, 0
4294967288, 3438925976, 0
4294967293, 3438937976, 0
4294967287, 3454912976, 0
4294967292, 3454979976, 0
3, 3455026976, 0
8, 3455066976, 0
6, 3455624976, 0
4294967289, 3456804976, 0
2, 3459800976, 0
7, 3459833976, 0
5, 3459860976, 0
4294967290, 3459966976, 0
4294967288, 3460029976, 0
4294967293, 3460040976, 0
2, 3479218976, 0
7, 3479253976, 0
5, 3479280976, 0
4294967290, 3479508976, 0
4294967288, 3479570976, 0
4294967293, 3479581976, 0
2, 3517351976, 0
7, 3517750976, 0
5, 3517782976, 0
4294967290, 3517896976, 0
