4294967288, 3517962976, 0
4294967293, 3517974976, 0
2, 3517989976, 0
7, 3518000976, 0
5, 3518021976, 0
4294967290, 3518097976, 0
4294967288, 3518138976, 0
4294967293, 3518146976, 0
2, 3537953976, 0
7, 3537987976, 0
5, 3538014976, 0
4294967290, 3538121976, 0
4294967288, 3538184976, 0
4294967293, 3538195976, 0
4294967287, 3540384976, 0
4294967292, 3540399976, 0
3, 3540412976, 0
8, 3540423976, 0
6, 3540610976, 0
4294967289, 3541555976, 0
2, 3569146976, 0
7, 3569181976, 0
5, 3569208976, 0
4294967290, 3569519976, 0
4294967288, 3569584976, 0
4294967293, 3569596976, 0
2, 3578501976, 0
7, 3578537976, 0
5, 3578562976, 0
4294967290, 3586488976, 0
4294967288, 3586560976, 0
4294967293, 3586571976, 0
2, 3597475976, 0
7, 3597507976, 0
5, 3597534976, 0
4294967290, 3608013976, 0
4294967288, 3608097976, 0
4294967293, 3608109976, 0
2, 3617727976, 0
7, 3617761976, 0
5, 3617787976, 0
4294967290, 3617892976, 0
4294967288, 3617955976, 0
4294967293, 3617967976, 0
4294967287, 3635628976, 0
4294967292, 3636178976, 0
3, 3636215976, 0
8, 3636235976, 0
6, 3636563976, 0
2, 3661943976, 0
7, 3661980976, 0
5, 3662007976, 0
4294967290, 3662202976, 0
4294967288, 3662266976, 0
4294967293, 3662277976, 0
4294967289, 3664076976, 0
2, 3687544976, 0
7, 3687580976, 0
5, 3687608976, 0
4294967290, 3687712976, 0
4294967288, 3687781976, 0
4294967293, 3687792976, 0
2, 3701525976, 0
7, 3702283976, 0
5, 3702332976, 0
4294967290, 3702889976, 0
4294967288, 3702959976, 0
4294967293, 3702971976, 0
4294967287, 3721524976, 0
4294967292, 3721561976, 0
3, 3721576976, 0
8, 3721588976, 0
6, 3721792976, 0
4294967289, 3722777976, 0
2, 3726091976, 0
7, 3726117976, 0
5, 3726142976, 0
4294967290, 3726353976, 0
4294967288, 3726629976, 0
4294967293, 3726644976, 0
2, 3747673976, 0
7, 3747714976, 0
5, 3747743976, 0
4294967290, 3747927976, 0
4294967288, 3747995976, 0
4294967293, 3748007976, 0
4294967287, 3764643976, 0
4294967292, 3764687976, 0
3, 3764702976, 0
8, 3764714976, 0
6, 3764901976, 0
2, 3766821976, 0
7, 3766857976, 0
5, 3766884976, 0
4294967290, 3767004976, 0
4294967288, 3767066976, 0
4294967293, 3767077976, 0
4294967289, 3767771976, 0
2, 3787188976, 0
7, 3787224976, 0
5, 3787260976, 0
4294967290, 3787369976, 0
4294967288, 3787434976, 0
4294967293, 3787445976, 0
2, 3806761976, 0
7, 3806799976, 0
5, 3806825976, 0
4294967290, 3807006976, 0
4294967288, 3807069976, 0
4294967293, 3807092976, 0
4294967287, 3811679976, 0
4294967292, 3811700976, 0
3, 3811712976, 0
8, 3811724976, 0
6, 3811911976, 0
4294967289, 3812874976, 0
2, 3826654976, 0
7, 3826954976, 0
5, 3826987976, 0
4294967290, 3827122976, 0
4294967288, 3827193976, 0
4294967293, 3827205976, 0
2, 3847325976, 0
7, 3847381976, 0
5, 3847425976, 0
4294967290, 3847588976, 0
4294967288, 3847700976, 0
4294967293, 3847721976, 0
4294967287, 3861441976, 0
4294967292, 3861466976, 0
3, 3861479976, 0
8, 3861490976, 0
6, 3861682976, 0
4294967289, 3862755976, 0
2, 3866875976, 0
7, 3866910976, 0
5, 3866938976, 0
4294967290, 3867045976, 0
4294967288, 3867109976, 0
4294967293, 3867120976, 0
2, 3886987976, 0
7, 3887024976, 0
5, 3887053976, 0
4294967290, 3887234976, 0
4294967288, 3887310976, 0
4294967293, 3887322976, 0
4294967287, 3902844976, 0
4294967292, 3902863976, 0
3, 3902875976, 0
8, 3902887976, 0
6, 3903116976, 0
4294967289, 3904168976, 0
2, 3906297976, 0
7, 3906331976, 0
5, 3906378976, 0
4294967290, 3906677976, 0
4294967288, 3906738976, 0
4294967293, 3906749976, 0
2, 3926584976, 0
7, 3926620976, 0
5, 3926648976, 0
4294967290, 3926880976, 0
4294967288, 3926949976, 0
4294967293, 3926961976, 0
2, 3946236976, 0
7, 3946275976, 0
5, 3946302976, 0
4294967290, 3946518976, 0
4294967288, 3946582976, 0
4294967293, 3946593976, 0
4294967287, 3951417976, 0
4294967292, 3951434976, 0
3, 3951445976, 0
8, 3951472976, 0
6, 3951769976, 0
4294967289, 3952851976, 0
2, 3966043976, 0
7, 3966076976, 0
5, 3966102976, 0
4294967290, 3966213976, 0
4294967288, 3966277976, 0
4294967293, 3966288976, 0
2, 3985905976, 0
7, 3985959976, 0
5, 3986003976, 0
4294967290, 3986171976, 0
4294967288, 3986263976, 0
4294967293, 3986281976, 0
4294967287, 3992676976, 0
4294967292, 3992695976, 0
3, 3992706976, 0
8, 3992717976, 0
6, 3992906976, 0
4294967289, 3994246976, 0
2, 4007399976, 0
7, 4007453976, 0
5, 4007495976, 0
4294967290, 4007853976, 0
4294967288, 4007956976, 0
4294967293, 4007975976, 0
2, 4019489976, 0
7, 4019530976, 0
5, 4019556976, 0
4294967290, 4019670976, 0
4294967288, 4019759976, 0
4294967293, 4019775976, 0
2, 4045908976, 0
7, 4045944976, 0
5, 4045971976, 0
4294967290, 4046079976, 0
4294967288, 4046142976, 0
4294967293, 4046153976, 0
4294967287, 4048109976, 0
4294967292, 4048130976, 0
3, 4048142976, 0
8, 4048153976, 0
6, 4048372976, 0
4294967289, 4049416976, 0
2, 4066092976, 0
7, 4066138976, 0
5, 4066178976, 0
4294967290, 4066335976, 0
4294967288, 4066428976, 0
4294967293, 4066443976, 0
2, 4086562976, 0
7, 4086619976, 0
5, 4086661976, 0
4294967290, 4086829976, 0
4294967288, 4086933976, 0
4294967293, 4086955976, 0
4294967287, 4096670976, 0
4294967292, 4096704976, 0
3, 4096726976, 0
8, 4096745976, 0
6, 4097126976, 0
4294967289, 4099004976, 0
2, 4106273976, 0
7, 4106343976, 0
5, 4106401976, 0
4294967290, 4106587976, 0
4294967288, 4106697976, 0
4294967293, 4106716976, 0
2, 4125821976, 0
7, 4125881976, 0
5, 4125927976, 0
4294967290, 4126300976, 0
4294967288, 4126398976, 0
4294967293, 4126419976, 0
2, 4146556976, 0
7, 4146625976, 0
5, 4146672976, 0
4294967290, 4146885976, 0
4294967288, 4147289976, 0
4294967293, 4147317976, 0
2, 4160793976, 0
7, 4160849976, 0
5, 4160927976, 0
4294967290, 4162332976, 0
4294967288, 4162490976, 0
4294967293, 4162510976, 0
4294967287, 4179751976, 0
4294967292, 4179804976, 0
3, 4179821976, 0
8, 4179833976, 0
6, 4180043976, 0
4294967289, 4181998976, 0
2, 4185624976, 0
7, 4185982976, 0
5, 4186028976, 0
4294967290, 4186204976, 0
4294967288, 4186381976, 0
4294967293, 4186413976, 0
2, 4211596976, 0
7, 4211792976, 0
5, 4211841976, 0
4294967290, 4212630976, 0
4294967288, 4212965976, 0
4294967293, 4213021976, 0
2, 4219100976, 0
7, 4219164976, 0
5, 4219211976, 0
4294967290, 4219547976, 0
4294967288, 4219661976, 0
4294967293, 4219684976, 0
2, 4245762976, 0
7, 4245798976, 0
5, 4245892976, 0
4294967290, 4246147976, 0
4294967288, 4246215976, 0
4294967293, 4246226976, 0
4294967287, 4260066976, 0
4294967292, 4260132976, 0
3, 4260156976, 0
8, 4260172976, 0
6, 4260476976, 0
4294967289, 4261957976, 0
2, 4265820976, 0
7, 4265878976, 0
5, 4265921976, 0
4294967290, 4266218976, 0
4294967288, 4266313976, 0
4294967293, 4266331976, 0
2, 4285315976, 0
7, 4285353976, 0
5, 4285385976, 0
4294967290, 4285599976, 0
4294967288, 4285665976, 0
4294967293, 4285676976, 0
